date_time,Kwikila_maxtempC,Kwikila_mintempC,Kwikila_totalSnow_cm,Kwikila_sunHour,Kwikila_uvIndex,Kwikila_uvIndex,Kwikila_moon_illumination,Kwikila_moonrise,Kwikila_moonset,Kwikila_sunrise,Kwikila_sunset,Kwikila_DewPointC,Kwikila_FeelsLikeC,Kwikila_HeatIndexC,Kwikila_WindChillC,Kwikila_WindGustKmph,Kwikila_cloudcover,Kwikila_humidity,Kwikila_precipMM,Kwikila_pressure,Kwikila_tempC,Kwikila_visibility,Kwikila_winddirDegree,Kwikila_windspeedKmph
2019-12-23 00:00:00,30,25,0.0,11.9,6,1,14,02:57 AM,03:43 PM,05:47 AM,06:29 PM,23,28,28,25,21,40,87,0.5,1009,25,10,123,12
2019-12-23 03:00:00,30,25,0.0,11.9,6,1,14,02:57 AM,03:43 PM,05:47 AM,06:29 PM,22,27,27,25,19,14,88,0.0,1008,25,10,120,11
2019-12-23 06:00:00,30,25,0.0,11.9,6,1,14,02:57 AM,03:43 PM,05:47 AM,06:29 PM,22,28,28,25,13,12,85,0.0,1009,25,10,111,8
2019-12-23 09:00:00,30,25,0.0,11.9,6,7,14,02:57 AM,03:43 PM,05:47 AM,06:29 PM,23,32,32,29,9,10,70,0.0,1009,29,10,149,7
2019-12-23 12:00:00,30,25,0.0,11.9,6,7,14,02:57 AM,03:43 PM,05:47 AM,06:29 PM,23,34,34,30,17,52,69,0.1,1008,30,9,171,15
2019-12-23 15:00:00,30,25,0.0,11.9,6,6,14,02:57 AM,03:43 PM,05:47 AM,06:29 PM,24,33,33,29,29,76,76,1.4,1007,29,9,158,21
2019-12-23 18:00:00,30,25,0.0,11.9,6,6,14,02:57 AM,03:43 PM,05:47 AM,06:29 PM,24,31,31,27,32,74,84,2.6,1008,27,8,150,20
2019-12-23 21:00:00,30,25,0.0,11.9,6,1,14,02:57 AM,03:43 PM,05:47 AM,06:29 PM,24,29,29,26,27,79,87,3.0,1010,26,7,135,16
2019-12-24 00:00:00,30,25,0.0,10.6,6,1,7,03:47 AM,04:39 PM,05:48 AM,06:29 PM,23,28,28,25,20,82,89,1.1,1010,25,9,128,12
2019-12-24 03:00:00,30,25,0.0,10.6,6,1,7,03:47 AM,04:39 PM,05:48 AM,06:29 PM,23,27,27,25,10,77,89,2.1,1009,25,8,90,6
2019-12-24 06:00:00,30,25,0.0,10.6,6,1,7,03:47 AM,04:39 PM,05:48 AM,06:29 PM,23,27,27,25,10,81,88,1.5,1010,25,9,63,6
2019-12-24 09:00:00,30,25,0.0,10.6,6,6,7,03:47 AM,04:39 PM,05:48 AM,06:29 PM,22,31,31,28,10,87,70,0.8,1010,28,9,115,8
2019-12-24 12:00:00,30,25,0.0,10.6,6,7,7,03:47 AM,04:39 PM,05:48 AM,06:29 PM,23,34,34,30,16,35,66,0.3,1008,30,10,174,14
2019-12-24 15:00:00,30,25,0.0,10.6,6,7,7,03:47 AM,04:39 PM,05:48 AM,06:29 PM,24,34,34,29,22,54,72,0.7,1007,29,9,173,17
2019-12-24 18:00:00,30,25,0.0,10.6,6,6,7,03:47 AM,04:39 PM,05:48 AM,06:29 PM,24,32,32,27,24,80,83,1.4,1008,27,9,158,15
2019-12-24 21:00:00,30,25,0.0,10.6,6,1,7,03:47 AM,04:39 PM,05:48 AM,06:29 PM,24,30,30,26,23,76,89,1.8,1010,26,9,137,13
2019-12-25 00:00:00,30,25,0.0,11.9,6,1,0,04:38 AM,05:37 PM,05:48 AM,06:30 PM,24,29,29,26,14,74,90,0.7,1010,26,10,121,8
2019-12-25 03:00:00,30,25,0.0,11.9,6,1,0,04:38 AM,05:37 PM,05:48 AM,06:30 PM,23,28,28,25,10,79,91,0.1,1008,25,10,106,6
2019-12-25 06:00:00,30,25,0.0,11.9,6,1,0,04:38 AM,05:37 PM,05:48 AM,06:30 PM,23,28,28,25,7,52,88,0.0,1009,25,10,62,4
2019-12-25 09:00:00,30,25,0.0,11.9,6,7,0,04:38 AM,05:37 PM,05:48 AM,06:30 PM,23,32,32,28,7,28,75,0.0,1010,28,10,187,6
2019-12-25 12:00:00,30,25,0.0,11.9,6,7,0,04:38 AM,05:37 PM,05:48 AM,06:30 PM,23,34,34,30,10,43,69,3.5,1009,30,8,293,6
2019-12-25 15:00:00,30,25,0.0,11.9,6,6,0,04:38 AM,05:37 PM,05:48 AM,06:30 PM,23,34,34,30,21,64,70,5.2,1007,30,7,222,12
2019-12-25 18:00:00,30,25,0.0,11.9,6,6,0,04:38 AM,05:37 PM,05:48 AM,06:30 PM,24,32,32,28,23,77,80,1.8,1008,28,9,163,13
2019-12-25 21:00:00,30,25,0.0,11.9,6,1,0,04:38 AM,05:37 PM,05:48 AM,06:30 PM,24,30,30,26,18,76,88,0.2,1010,26,9,142,10
2019-12-26 00:00:00,30,25,0.0,8.0,6,1,0,05:32 AM,06:33 PM,05:49 AM,06:30 PM,24,29,29,26,11,83,90,0.2,1008,26,10,78,7
2019-12-26 03:00:00,30,25,0.0,8.0,6,1,0,05:32 AM,06:33 PM,05:49 AM,06:30 PM,24,28,28,25,10,86,90,0.2,1008,25,9,119,6
2019-12-26 06:00:00,30,25,0.0,8.0,6,1,0,05:32 AM,06:33 PM,05:49 AM,06:30 PM,23,28,28,25,10,83,89,0.5,1009,25,9,98,6
2019-12-26 09:00:00,30,25,0.0,8.0,6,6,0,05:32 AM,06:33 PM,05:49 AM,06:30 PM,23,33,33,29,9,79,73,0.6,1010,29,10,217,7
2019-12-26 12:00:00,30,25,0.0,8.0,6,7,0,05:32 AM,06:33 PM,05:49 AM,06:30 PM,23,35,35,30,13,85,66,0.3,1008,30,10,250,11
2019-12-26 15:00:00,30,25,0.0,8.0,6,6,0,05:32 AM,06:33 PM,05:49 AM,06:30 PM,23,34,34,29,13,86,70,0.4,1007,29,9,222,11
2019-12-26 18:00:00,30,25,0.0,8.0,6,6,0,05:32 AM,06:33 PM,05:49 AM,06:30 PM,24,31,31,27,9,66,80,0.6,1008,27,10,189,6
2019-12-26 21:00:00,30,25,0.0,8.0,6,1,0,05:32 AM,06:33 PM,05:49 AM,06:30 PM,23,29,29,26,8,58,86,0.6,1009,26,10,146,5
2019-12-27 00:00:00,30,25,0.0,11.9,6,1,0,06:27 AM,07:28 PM,05:49 AM,06:31 PM,23,28,28,25,8,71,88,1.8,1009,25,9,102,5
2019-12-27 03:00:00,30,25,0.0,11.9,6,1,0,06:27 AM,07:28 PM,05:49 AM,06:31 PM,23,27,27,25,9,78,88,2.5,1009,25,8,68,5
2019-12-27 06:00:00,30,25,0.0,11.9,6,1,0,06:27 AM,07:28 PM,05:49 AM,06:31 PM,23,27,27,25,10,73,87,1.1,1009,25,9,29,6
2019-12-27 09:00:00,30,25,0.0,11.9,6,6,0,06:27 AM,07:28 PM,05:49 AM,06:31 PM,22,31,31,28,8,25,71,0.1,1010,28,10,188,6
2019-12-27 12:00:00,30,25,0.0,11.9,6,8,0,06:27 AM,07:28 PM,05:49 AM,06:31 PM,22,34,34,30,10,5,62,0.0,1008,30,10,251,9
2019-12-27 15:00:00,30,25,0.0,11.9,6,7,0,06:27 AM,07:28 PM,05:49 AM,06:31 PM,22,33,33,30,13,5,62,0.0,1007,30,10,230,11
2019-12-27 18:00:00,30,25,0.0,11.9,6,7,0,06:27 AM,07:28 PM,05:49 AM,06:31 PM,22,31,31,28,10,60,72,0.1,1009,28,10,180,7
2019-12-27 21:00:00,30,25,0.0,11.9,6,1,0,06:27 AM,07:28 PM,05:49 AM,06:31 PM,22,28,28,26,12,38,80,0.0,1011,26,10,120,7
2019-12-28 00:00:00,30,24,0.0,12.8,7,1,8,07:22 AM,08:19 PM,05:50 AM,06:31 PM,22,27,27,25,10,8,82,0.0,1010,25,10,84,6
2019-12-28 03:00:00,30,24,0.0,12.8,7,1,8,07:22 AM,08:19 PM,05:50 AM,06:31 PM,21,27,27,25,9,7,81,0.0,1009,25,10,67,5
2019-12-28 06:00:00,30,24,0.0,12.8,7,1,8,07:22 AM,08:19 PM,05:50 AM,06:31 PM,21,27,27,25,8,10,76,0.0,1010,25,10,68,5
2019-12-28 09:00:00,30,24,0.0,12.8,7,7,8,07:22 AM,08:19 PM,05:50 AM,06:31 PM,21,31,31,28,8,19,63,0.0,1011,28,10,177,6
2019-12-28 12:00:00,30,24,0.0,12.8,7,8,8,07:22 AM,08:19 PM,05:50 AM,06:31 PM,21,33,33,30,13,16,57,0.0,1009,30,10,213,11
2019-12-28 15:00:00,30,24,0.0,12.8,7,8,8,07:22 AM,08:19 PM,05:50 AM,06:31 PM,21,33,33,30,12,16,59,0.0,1008,30,10,191,10
2019-12-28 18:00:00,30,24,0.0,12.8,7,7,8,07:22 AM,08:19 PM,05:50 AM,06:31 PM,22,31,31,28,13,60,73,0.3,1010,28,9,166,8
2019-12-28 21:00:00,30,24,0.0,12.8,7,1,8,07:22 AM,08:19 PM,05:50 AM,06:31 PM,22,29,29,26,13,53,79,0.2,1011,26,10,128,8
2019-12-29 00:00:00,31,25,0.0,11.9,7,1,15,08:14 AM,09:08 PM,05:50 AM,06:32 PM,22,28,28,26,10,29,80,0.0,1011,26,10,70,6
2019-12-29 03:00:00,31,25,0.0,11.9,7,1,15,08:14 AM,09:08 PM,05:50 AM,06:32 PM,22,27,27,25,8,22,83,0.0,1010,25,10,31,5
2019-12-29 06:00:00,31,25,0.0,11.9,7,1,15,08:14 AM,09:08 PM,05:50 AM,06:32 PM,22,28,28,25,8,20,81,0.0,1011,25,10,28,5
2019-12-29 09:00:00,31,25,0.0,11.9,7,7,15,08:14 AM,09:08 PM,05:50 AM,06:32 PM,22,32,32,29,6,18,65,0.0,1011,29,10,158,5
2019-12-29 12:00:00,31,25,0.0,11.9,7,8,15,08:14 AM,09:08 PM,05:50 AM,06:32 PM,22,35,35,31,13,57,61,0.1,1010,31,10,200,12
2019-12-29 15:00:00,31,25,0.0,11.9,7,6,15,08:14 AM,09:08 PM,05:50 AM,06:32 PM,24,34,34,30,18,72,70,0.7,1009,30,9,174,14
2019-12-29 18:00:00,31,25,0.0,11.9,7,6,15,08:14 AM,09:08 PM,05:50 AM,06:32 PM,24,31,31,27,19,75,82,1.6,1010,27,9,155,12
2019-12-29 21:00:00,31,25,0.0,11.9,7,1,15,08:14 AM,09:08 PM,05:50 AM,06:32 PM,24,29,29,26,17,83,87,1.2,1011,26,9,130,9
2019-12-30 00:00:00,30,25,0.0,10.6,6,1,22,09:05 AM,09:52 PM,05:51 AM,06:32 PM,23,28,28,25,12,42,87,0.3,1011,25,10,109,7
2019-12-30 03:00:00,30,25,0.0,10.6,6,1,22,09:05 AM,09:52 PM,05:51 AM,06:32 PM,23,28,28,25,8,22,87,0.0,1010,25,10,92,4
2019-12-30 06:00:00,30,25,0.0,10.6,6,1,22,09:05 AM,09:52 PM,05:51 AM,06:32 PM,23,28,28,25,6,20,84,0.0,1011,25,10,51,4
2019-12-30 09:00:00,30,25,0.0,10.6,6,7,22,09:05 AM,09:52 PM,05:51 AM,06:32 PM,23,32,32,29,6,21,70,0.0,1012,29,10,193,5
2019-12-30 12:00:00,30,25,0.0,10.6,6,8,22,09:05 AM,09:52 PM,05:51 AM,06:32 PM,22,34,34,30,12,61,64,0.1,1010,30,9,228,10
2019-12-30 15:00:00,30,25,0.0,10.6,6,6,22,09:05 AM,09:52 PM,05:51 AM,06:32 PM,23,33,33,30,13,74,65,0.3,1008,30,9,188,11
2019-12-30 18:00:00,30,25,0.0,10.6,6,6,22,09:05 AM,09:52 PM,05:51 AM,06:32 PM,23,31,31,28,17,79,76,0.4,1009,28,9,161,11
2019-12-30 21:00:00,30,25,0.0,10.6,6,1,22,09:05 AM,09:52 PM,05:51 AM,06:32 PM,23,29,29,26,19,75,83,0.4,1011,26,9,134,11
2019-12-31 00:00:00,31,25,0.0,10.6,6,1,26,09:54 AM,10:33 PM,05:51 AM,06:32 PM,23,28,28,25,15,39,84,0.1,1010,25,10,117,9
2019-12-31 03:00:00,31,25,0.0,10.6,6,1,26,09:54 AM,10:33 PM,05:51 AM,06:32 PM,22,28,28,25,11,21,85,0.0,1009,25,10,101,6
2019-12-31 06:00:00,31,25,0.0,10.6,6,1,26,09:54 AM,10:33 PM,05:51 AM,06:32 PM,22,28,28,26,7,20,82,0.0,1010,26,10,91,4
2019-12-31 09:00:00,31,25,0.0,10.6,6,7,26,09:54 AM,10:33 PM,05:51 AM,06:32 PM,23,33,33,29,5,17,68,0.0,1011,29,10,165,5
2019-12-31 12:00:00,31,25,0.0,10.6,6,8,26,09:54 AM,10:33 PM,05:51 AM,06:32 PM,23,35,35,31,13,63,62,0.2,1009,31,9,196,12
2019-12-31 15:00:00,31,25,0.0,10.6,6,6,26,09:54 AM,10:33 PM,05:51 AM,06:32 PM,23,34,34,30,15,80,66,0.7,1008,30,9,186,12
2019-12-31 18:00:00,31,25,0.0,10.6,6,6,26,09:54 AM,10:33 PM,05:51 AM,06:32 PM,23,31,31,28,16,74,77,0.7,1009,28,9,167,11
2019-12-31 21:00:00,31,25,0.0,10.6,6,1,26,09:54 AM,10:33 PM,05:51 AM,06:32 PM,23,29,29,26,17,82,84,1.1,1011,26,9,136,10
2020-01-01 00:00:00,31,25,0.0,10.6,6,1,37,10:40 AM,11:13 PM,05:52 AM,06:33 PM,23,28,28,26,12,86,86,0.5,1011,26,10,113,7
2020-01-01 03:00:00,31,25,0.0,10.6,6,1,37,10:40 AM,11:13 PM,05:52 AM,06:33 PM,23,28,28,25,8,88,87,0.1,1010,25,10,92,5
2020-01-01 06:00:00,31,25,0.0,10.6,6,1,37,10:40 AM,11:13 PM,05:52 AM,06:33 PM,23,29,29,26,6,39,84,0.0,1011,26,10,79,4
2020-01-01 09:00:00,31,25,0.0,10.6,6,7,37,10:40 AM,11:13 PM,05:52 AM,06:33 PM,23,33,33,29,6,11,68,0.0,1012,29,10,166,5
2020-01-01 12:00:00,31,25,0.0,10.6,6,8,37,10:40 AM,11:13 PM,05:52 AM,06:33 PM,23,35,35,31,12,62,63,0.3,1010,31,10,199,10
2020-01-01 15:00:00,31,25,0.0,10.6,6,6,37,10:40 AM,11:13 PM,05:52 AM,06:33 PM,24,34,34,30,18,77,69,0.9,1008,30,9,184,14
2020-01-01 18:00:00,31,25,0.0,10.6,6,6,37,10:40 AM,11:13 PM,05:52 AM,06:33 PM,24,32,32,28,19,73,81,1.3,1009,28,9,165,12
2020-01-01 21:00:00,31,25,0.0,10.6,6,1,37,10:40 AM,11:13 PM,05:52 AM,06:33 PM,24,30,30,26,19,76,87,2.5,1012,26,8,140,11
2020-01-02 00:00:00,30,25,0.0,11.9,6,1,44,11:25 AM,11:50 PM,05:52 AM,06:33 PM,23,29,29,26,15,63,87,1.1,1011,26,9,117,9
2020-01-02 03:00:00,30,25,0.0,11.9,6,1,44,11:25 AM,11:50 PM,05:52 AM,06:33 PM,23,28,28,25,8,72,87,0.1,1010,25,10,90,5
2020-01-02 06:00:00,30,25,0.0,11.9,6,1,44,11:25 AM,11:50 PM,05:52 AM,06:33 PM,23,29,29,26,6,36,86,0.0,1011,26,10,50,4
2020-01-02 09:00:00,30,25,0.0,11.9,6,7,44,11:25 AM,11:50 PM,05:52 AM,06:33 PM,23,33,33,29,5,16,73,0.0,1012,29,10,194,4
2020-01-02 12:00:00,30,25,0.0,11.9,6,7,44,11:25 AM,11:50 PM,05:52 AM,06:33 PM,23,34,34,30,12,58,68,0.6,1010,30,10,246,9
2020-01-02 15:00:00,30,25,0.0,11.9,6,6,44,11:25 AM,11:50 PM,05:52 AM,06:33 PM,24,33,33,29,17,81,75,3.6,1009,29,8,219,10
2020-01-02 18:00:00,30,25,0.0,11.9,6,6,44,11:25 AM,11:50 PM,05:52 AM,06:33 PM,24,31,31,27,7,87,83,3.1,1009,27,9,86,4
2020-01-02 21:00:00,30,25,0.0,11.9,6,1,44,11:25 AM,11:50 PM,05:52 AM,06:33 PM,23,29,29,26,5,84,86,2.6,1010,26,8,43,3
2020-01-03 00:00:00,30,25,0.0,8.0,6,1,51,12:09 PM,No moonset,05:53 AM,06:34 PM,23,28,28,25,6,86,86,1.1,1010,25,8,81,4
2020-01-03 03:00:00,30,25,0.0,8.0,6,1,51,12:09 PM,No moonset,05:53 AM,06:34 PM,22,27,27,25,6,89,87,0.8,1008,25,10,72,4
2020-01-03 06:00:00,30,25,0.0,8.0,6,1,51,12:09 PM,No moonset,05:53 AM,06:34 PM,22,28,28,25,8,78,85,0.7,1009,25,9,62,5
2020-01-03 09:00:00,30,25,0.0,8.0,6,6,51,12:09 PM,No moonset,05:53 AM,06:34 PM,22,32,32,29,8,63,70,0.8,1010,29,10,194,5
2020-01-03 12:00:00,30,25,0.0,8.0,6,6,51,12:09 PM,No moonset,05:53 AM,06:34 PM,23,33,33,29,14,69,73,3.7,1008,29,8,278,8
2020-01-03 15:00:00,30,25,0.0,8.0,6,6,51,12:09 PM,No moonset,05:53 AM,06:34 PM,23,32,32,28,14,85,75,7.8,1007,28,4,272,7
2020-01-03 18:00:00,30,25,0.0,8.0,6,6,51,12:09 PM,No moonset,05:53 AM,06:34 PM,23,31,31,27,9,67,78,3.2,1007,27,8,202,5
2020-01-03 21:00:00,30,25,0.0,8.0,6,1,51,12:09 PM,No moonset,05:53 AM,06:34 PM,23,29,29,26,5,41,82,0.1,1009,26,10,117,3
2020-01-04 00:00:00,31,25,0.0,10.6,7,1,59,12:54 PM,12:27 AM,05:54 AM,06:34 PM,23,28,28,26,5,58,84,0.0,1008,26,10,52,3
2020-01-04 03:00:00,31,25,0.0,10.6,7,1,59,12:54 PM,12:27 AM,05:54 AM,06:34 PM,23,27,27,25,7,57,86,0.0,1007,25,10,28,4
2020-01-04 06:00:00,31,25,0.0,10.6,7,1,59,12:54 PM,12:27 AM,05:54 AM,06:34 PM,22,28,28,25,8,50,84,0.0,1008,25,10,39,5
2020-01-04 09:00:00,31,25,0.0,10.6,7,7,59,12:54 PM,12:27 AM,05:54 AM,06:34 PM,23,33,33,29,6,35,69,0.0,1009,29,10,159,4
2020-01-04 12:00:00,31,25,0.0,10.6,7,7,59,12:54 PM,12:27 AM,05:54 AM,06:34 PM,24,34,34,30,9,64,71,3.5,1008,30,8,215,5
2020-01-04 15:00:00,31,25,0.0,10.6,7,6,59,12:54 PM,12:27 AM,05:54 AM,06:34 PM,24,33,33,29,11,74,74,7.5,1006,29,4,192,5
2020-01-04 18:00:00,31,25,0.0,10.6,7,6,59,12:54 PM,12:27 AM,05:54 AM,06:34 PM,23,31,31,27,12,78,79,3.5,1007,27,8,158,6
2020-01-04 21:00:00,31,25,0.0,10.6,7,1,59,12:54 PM,12:27 AM,05:54 AM,06:34 PM,23,29,29,26,14,81,83,0.9,1009,26,9,126,8
2020-01-05 00:00:00,31,25,0.0,11.9,6,1,66,01:40 PM,01:06 AM,05:54 AM,06:34 PM,23,28,28,26,10,45,85,0.3,1008,26,10,101,6
2020-01-05 03:00:00,31,25,0.0,11.9,6,1,66,01:40 PM,01:06 AM,05:54 AM,06:34 PM,22,27,27,25,8,27,86,0.0,1007,25,10,58,5
2020-01-05 06:00:00,31,25,0.0,11.9,6,1,66,01:40 PM,01:06 AM,05:54 AM,06:34 PM,22,28,28,25,8,27,84,0.0,1008,25,10,33,5
2020-01-05 09:00:00,31,25,0.0,11.9,6,7,66,01:40 PM,01:06 AM,05:54 AM,06:34 PM,23,33,33,29,4,23,68,0.0,1009,29,10,135,3
2020-01-05 12:00:00,31,25,0.0,11.9,6,8,66,01:40 PM,01:06 AM,05:54 AM,06:34 PM,22,35,35,31,10,25,61,0.0,1008,31,10,207,9
2020-01-05 15:00:00,31,25,0.0,11.9,6,7,66,01:40 PM,01:06 AM,05:54 AM,06:34 PM,22,34,34,30,14,60,64,0.4,1007,30,9,203,12
2020-01-05 18:00:00,31,25,0.0,11.9,6,6,66,01:40 PM,01:06 AM,05:54 AM,06:34 PM,23,31,31,28,13,67,76,0.8,1008,28,10,159,9
2020-01-05 21:00:00,31,25,0.0,11.9,6,1,66,01:40 PM,01:06 AM,05:54 AM,06:34 PM,23,30,30,27,12,73,83,0.9,1009,27,9,117,7
2020-01-06 00:00:00,31,25,0.0,10.6,6,1,73,02:27 PM,01:46 AM,05:55 AM,06:35 PM,23,29,29,26,9,82,85,0.4,1009,26,9,81,5
2020-01-06 03:00:00,31,25,0.0,10.6,6,1,73,02:27 PM,01:46 AM,05:55 AM,06:35 PM,23,28,28,25,8,61,87,0.2,1008,25,10,58,5
2020-01-06 06:00:00,31,25,0.0,10.6,6,1,73,02:27 PM,01:46 AM,05:55 AM,06:35 PM,23,28,28,26,8,65,84,0.1,1009,26,10,50,5
2020-01-06 09:00:00,31,25,0.0,10.6,6,6,73,02:27 PM,01:46 AM,05:55 AM,06:35 PM,22,33,33,29,8,39,68,0.0,1010,29,10,155,6
2020-01-06 12:00:00,31,25,0.0,10.6,6,7,73,02:27 PM,01:46 AM,05:55 AM,06:35 PM,23,34,34,30,12,56,66,0.5,1008,30,9,225,9
2020-01-06 15:00:00,31,25,0.0,10.6,6,6,73,02:27 PM,01:46 AM,05:55 AM,06:35 PM,24,33,33,29,14,76,73,3.0,1007,29,8,236,9
2020-01-06 18:00:00,31,25,0.0,10.6,6,6,73,02:27 PM,01:46 AM,05:55 AM,06:35 PM,24,31,31,27,8,76,80,4.0,1008,27,7,87,4
2020-01-06 21:00:00,31,25,0.0,10.6,6,1,73,02:27 PM,01:46 AM,05:55 AM,06:35 PM,23,29,29,26,8,76,85,4.0,1009,26,7,41,4
2020-01-07 00:00:00,31,26,0.0,9.3,6,1,80,03:18 PM,02:28 AM,05:55 AM,06:35 PM,23,29,29,26,9,41,86,1.3,1009,26,9,60,5
2020-01-07 03:00:00,31,26,0.0,9.3,6,1,80,03:18 PM,02:28 AM,05:55 AM,06:35 PM,23,28,28,26,8,62,86,0.1,1008,26,10,54,5
2020-01-07 06:00:00,31,26,0.0,9.3,6,1,80,03:18 PM,02:28 AM,05:55 AM,06:35 PM,23,29,29,26,7,47,85,0.0,1009,26,10,37,4
2020-01-07 09:00:00,31,26,0.0,9.3,6,7,80,03:18 PM,02:28 AM,05:55 AM,06:35 PM,23,33,33,29,5,69,71,0.1,1009,29,9,207,4
2020-01-07 12:00:00,31,26,0.0,9.3,6,7,80,03:18 PM,02:28 AM,05:55 AM,06:35 PM,23,35,35,31,10,85,62,0.3,1008,31,9,246,8
2020-01-07 15:00:00,31,26,0.0,9.3,6,7,80,03:18 PM,02:28 AM,05:55 AM,06:35 PM,23,34,34,30,12,75,64,0.7,1006,30,9,214,10
2020-01-07 18:00:00,31,26,0.0,9.3,6,6,80,03:18 PM,02:28 AM,05:55 AM,06:35 PM,23,32,32,28,13,75,75,1.0,1007,28,10,177,8
2020-01-07 21:00:00,31,26,0.0,9.3,6,1,80,03:18 PM,02:28 AM,05:55 AM,06:35 PM,24,30,30,27,13,81,83,2.2,1008,27,8,134,8
2020-01-08 00:00:00,31,26,0.0,10.6,6,1,88,04:12 PM,03:15 AM,05:56 AM,06:35 PM,24,29,29,26,10,45,85,0.9,1008,26,9,113,6
2020-01-08 03:00:00,31,26,0.0,10.6,6,1,88,04:12 PM,03:15 AM,05:56 AM,06:35 PM,23,29,29,26,8,22,86,0.0,1007,26,10,95,5
2020-01-08 06:00:00,31,26,0.0,10.6,6,1,88,04:12 PM,03:15 AM,05:56 AM,06:35 PM,23,29,29,26,6,20,84,0.0,1008,26,10,93,4
2020-01-08 09:00:00,31,26,0.0,10.6,6,7,88,04:12 PM,03:15 AM,05:56 AM,06:35 PM,23,34,34,30,6,20,69,0.0,1009,30,10,156,5
2020-01-08 12:00:00,31,26,0.0,10.6,6,8,88,04:12 PM,03:15 AM,05:56 AM,06:35 PM,23,35,35,30,15,62,67,0.5,1007,30,9,193,12
2020-01-08 15:00:00,31,26,0.0,10.6,6,6,88,04:12 PM,03:15 AM,05:56 AM,06:35 PM,24,34,34,29,21,82,75,3.1,1006,29,8,178,13
2020-01-08 18:00:00,31,26,0.0,10.6,6,6,88,04:12 PM,03:15 AM,05:56 AM,06:35 PM,24,32,32,27,19,74,82,4.6,1006,27,7,154,10
2020-01-08 21:00:00,31,26,0.0,10.6,6,1,88,04:12 PM,03:15 AM,05:56 AM,06:35 PM,24,30,30,27,11,74,86,5.7,1008,27,7,97,6
2020-01-09 00:00:00,29,25,0.0,9.3,6,1,95,05:09 PM,04:06 AM,05:56 AM,06:36 PM,24,29,29,26,9,80,88,3.2,1007,26,9,30,5
2020-01-09 03:00:00,29,25,0.0,9.3,6,1,95,05:09 PM,04:06 AM,05:56 AM,06:36 PM,24,28,28,25,12,85,90,2.6,1007,25,8,242,7
2020-01-09 06:00:00,29,25,0.0,9.3,6,1,95,05:09 PM,04:06 AM,05:56 AM,06:36 PM,23,28,28,25,13,82,89,1.5,1008,25,8,357,8
2020-01-09 09:00:00,29,25,0.0,9.3,6,6,95,05:09 PM,04:06 AM,05:56 AM,06:36 PM,23,31,31,28,15,82,78,1.3,1009,28,9,327,11
2020-01-09 12:00:00,29,25,0.0,9.3,6,6,95,05:09 PM,04:06 AM,05:56 AM,06:36 PM,24,32,32,28,27,63,82,6.3,1008,28,5,296,14
2020-01-09 15:00:00,29,25,0.0,9.3,6,6,95,05:09 PM,04:06 AM,05:56 AM,06:36 PM,24,30,30,27,19,60,88,11.4,1006,27,3,314,9
2020-01-09 18:00:00,29,25,0.0,9.3,6,6,95,05:09 PM,04:06 AM,05:56 AM,06:36 PM,24,29,29,26,12,63,89,6.8,1007,26,6,136,7
2020-01-09 21:00:00,29,25,0.0,9.3,6,1,95,05:09 PM,04:06 AM,05:56 AM,06:36 PM,24,28,28,25,14,74,91,4.5,1008,25,7,28,9
2020-01-10 00:00:00,29,25,0.0,10.6,6,1,100,06:08 PM,05:02 AM,05:57 AM,06:36 PM,23,27,27,25,14,71,91,1.7,1007,25,9,14,8
2020-01-10 03:00:00,29,25,0.0,10.6,6,1,100,06:08 PM,05:02 AM,05:57 AM,06:36 PM,23,27,27,25,11,62,89,0.3,1006,25,10,8,6
2020-01-10 06:00:00,29,25,0.0,10.6,6,1,100,06:08 PM,05:02 AM,05:57 AM,06:36 PM,23,28,28,25,10,56,88,0.1,1007,25,10,231,6
2020-01-10 09:00:00,29,25,0.0,10.6,6,7,100,06:08 PM,05:02 AM,05:57 AM,06:36 PM,23,31,31,28,10,44,76,0.0,1008,28,10,316,8
2020-01-10 12:00:00,29,25,0.0,10.6,6,7,100,06:08 PM,05:02 AM,05:57 AM,06:36 PM,23,33,33,29,15,71,72,0.6,1007,29,9,291,12
2020-01-10 15:00:00,29,25,0.0,10.6,6,6,100,06:08 PM,05:02 AM,05:57 AM,06:36 PM,24,33,33,28,18,76,77,1.9,1005,28,9,266,12
2020-01-10 18:00:00,29,25,0.0,10.6,6,6,100,06:08 PM,05:02 AM,05:57 AM,06:36 PM,24,31,31,27,6,77,82,1.6,1006,27,9,118,4
2020-01-10 21:00:00,29,25,0.0,10.6,6,1,100,06:08 PM,05:02 AM,05:57 AM,06:36 PM,23,29,29,26,3,64,84,1.2,1008,26,10,52,1
2020-01-11 00:00:00,31,25,0.0,9.3,6,1,100,07:07 PM,06:02 AM,05:57 AM,06:36 PM,23,28,28,26,5,58,86,0.5,1007,26,10,45,3
2020-01-11 03:00:00,31,25,0.0,9.3,6,1,100,07:07 PM,06:02 AM,05:57 AM,06:36 PM,23,28,28,25,7,63,87,0.1,1006,25,10,45,4
2020-01-11 06:00:00,31,25,0.0,9.3,6,1,100,07:07 PM,06:02 AM,05:57 AM,06:36 PM,23,28,28,25,8,56,85,0.2,1007,25,10,43,5
